sample_id,run_id,medium,medium_id,sequence,phase,phase_name,phase_id,voltage,voltage_class,frame,time_ms,time_s,drive_freq_hz,cycle_phase_rad,sin_phase,cos_phase,v_applied,v_abs,angle_deg,angle_rad,delta_angle,direction,direction_id,amp_deg_model,tau_stim_s_model,tau_relax_s_model,noise_std_deg_model,img_relpath,img_filename,img_path,split
AIR__seq776__2.600V__R__f13,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,0.0,0.0,2.5346316196986867,0.04423766708889885,-0.3150493607824574,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f13.png,train
AIR__seq776__2.600V__R__f14,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,0.0,0.0,1.8461813361615045,0.0322219429048865,-0.6884502835371822,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f14.png,train
AIR__seq776__2.600V__R__f15,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,0.0,0.0,2.02612658985782,0.035362580055223705,0.17994525369631553,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f15.png,train
AIR__seq776__2.600V__R__f16,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,0.0,0.0,1.4543411134444382,0.025383040876725816,-0.5717854764133818,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f16.png,train
AIR__seq776__2.600V__R__f17,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,0.0,0.0,1.3075317582010044,0.022820734254997897,-0.14680935524343375,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f17.png,train
AIR__seq776__2.600V__R__f18,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,0.0,0.0,0.531187122015769,0.009270964223368029,-0.7763446361852354,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f18.png,train
AIR__seq776__2.600V__R__f19,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,0.0,0.0,1.0357574514835897,0.018077377780454065,0.5045703294678207,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f19.png,train
AIR__seq776__2.600V__R__f20,AIR__seq776__2.600V__R,AIR,1,776,R,Relaxation,0,2.6,2,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,0.0,0.0,0.9605015525405266,0.016763914562349495,-0.07525589894306306,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__R/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__R/f20.png,train
AIR__seq776__2.600V__S__f01,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,39.89566298810418,0.6963106764084572,0.0,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f01.png,train
AIR__seq776__2.600V__S__f02,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,1.657302373346593,1.657302373346593,42.7663854089907,0.7464142345637494,2.8707224208865227,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f02.png,train
AIR__seq776__2.600V__S__f03,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,3,1000,1.0,0.22,1.382300767579509,0.9822872507286886,0.18738131458572474,2.5539468518945903,2.5539468518945903,41.618624648855025,0.7263820302741891,-1.1477607601356752,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f03.png,f03.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f03.png,train
AIR__seq776__2.600V__S__f04,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,4,1500,1.5,0.22,2.0734511513692633,0.8763066800438637,-0.48175367410171505,2.2783973681140455,2.2783973681140455,34.51738360595056,0.6024419930977503,-7.101241042904462,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f04.png,f04.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f04.png,train
AIR__seq776__2.600V__S__f05,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,5,2000,2.0,0.22,2.764601535159018,0.36812455268467814,-0.9297764858882513,0.9571238369801632,0.9571238369801632,22.300720998162674,0.38922100698657497,-12.216662607787889,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f05.png,f05.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f05.png,train
AIR__seq776__2.600V__S__f06,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,6,2500,2.5,0.22,3.4557519189487724,-0.3090169943749473,-0.9510565162951536,-0.803444185374863,0.803444185374863,5.564654886447752,0.09712154950570445,-16.736066111714923,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f06.png,f06.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f06.png,train
AIR__seq776__2.600V__S__f07,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,7,3000,3.0,0.22,4.146902302738527,-0.8443279255020149,-0.5358267949789971,-2.195252606305239,2.195252606305239,-11.065257879765493,-0.1931251825841547,-16.629912766213245,neg,0,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f07.png,f07.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f07.png,train
AIR__seq776__2.600V__S__f08,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,8,3500,3.5,0.22,4.838052686528282,-0.9921147013144779,0.12533323356430423,-2.5794982234176427,2.5794982234176427,-19.874427688060603,-0.34687420010618203,-8.80916980829511,neg,0,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f08.png,f08.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f08.png,train
AIR__seq776__2.600V__S__f09,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,9,4000,4.0,0.22,5.529203070318036,-0.684547105928689,0.7289686274214112,-1.7798224754145913,1.7798224754145913,-11.544755741798141,-0.2014939990328979,8.329671946262462,neg,0,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f09.png,f09.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f09.png,train
AIR__seq776__2.600V__S__f10,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,10,4500,4.5,0.22,6.22035345410779,-0.06279051952931415,0.9980267284282716,-0.1632553507762168,0.1632553507762168,7.099540859900419,0.12391036338513177,18.64429660169856,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f10.png,f10.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f10.png,train
AIR__seq776__2.600V__S__f11,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,11,5000,5.0,0.22,6.911503837897545,0.5877852522924729,0.8090169943749476,1.5282416559604297,1.5282416559604297,20.88140403969391,0.3644492529319034,13.78186317979349,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f11.png,f11.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f11.png,train
AIR__seq776__2.600V__S__f12,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,12,5500,5.5,0.22,7.602654221687299,0.968583161128631,0.2486898871648554,2.518316218934441,2.518316218934441,25.394811604135533,0.4432230754158279,4.513407564441625,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f12.png,f12.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f12.png,train
AIR__seq776__2.600V__S__f13,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,2.3525503364116522,2.3525503364116522,20.621914398706764,0.35992030432185973,-4.7728972054287695,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f13.png,train
AIR__seq776__2.600V__S__f14,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,1.1070261580691922,1.1070261580691922,10.537154022608785,0.1839080314842883,-10.084760376097979,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f14.png,train
AIR__seq776__2.600V__S__f15,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,-0.6465937066286224,0.6465937066286224,-4.978606591979979,-0.08689307719154454,-15.515760614588764,neg,0,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f15.png,train
AIR__seq776__2.600V__S__f16,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,-2.1034441853748627,2.1034441853748627,-18.93792979910414,-0.33052922850591554,-13.95932320712416,neg,0,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f16.png,train
AIR__seq776__2.600V__S__f17,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,-2.594869493913506,2.594869493913506,-25.031110549762932,-0.4368752945240511,-6.093180750658792,neg,0,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f17.png,train
AIR__seq776__2.600V__S__f18,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,-1.8953184312956721,1.8953184312956721,-17.969596530186354,-0.3136286247067005,7.0615140195765775,neg,0,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f18.png,train
AIR__seq776__2.600V__S__f19,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,-0.32586640726719507,0.32586640726719507,0.08233744749016624,0.0014370595563913421,18.05193397767652,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f19.png,train
AIR__seq776__2.600V__S__f20,AIR__seq776__2.600V__S,AIR,1,776,S,Stimulus,1,2.6,2,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,1.3931496669453909,1.3931496669453909,16.246355146577653,0.283552388756106,16.164017699087488,pos,2,50.18212340640595,1.3,3.136,2.6860864085523675,AIR__seq776__2.600V__S/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq776__2.600V__S/f20.png,train
AIR__seq778__2.100V__R__f01,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,18.689135860929817,0.3261869551257704,0.0,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f01.png,train
AIR__seq778__2.100V__R__f02,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,0.0,0.0,17.291572054327837,0.30179486519386056,-1.3975638066019798,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f02.png,train
AIR__seq778__2.100V__R__f03,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,3,1000,1.0,0.22,1.382300767579509,0.9822872507286886,0.18738131458572474,0.0,0.0,14.859931410492749,0.2593547297336235,-2.431640643835088,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f03.png,f03.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f03.png,train
AIR__seq778__2.100V__R__f04,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,4,1500,1.5,0.22,2.0734511513692633,0.8763066800438637,-0.48175367410171505,0.0,0.0,12.574474086798626,0.21946597452134325,-2.285457323694123,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f04.png,f04.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f04.png,train
AIR__seq778__2.100V__R__f05,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,5,2000,2.0,0.22,2.764601535159018,0.36812455268467814,-0.9297764858882513,0.0,0.0,10.620901713995758,0.18536970443993508,-1.953572372802867,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f05.png,f05.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f05.png,train
AIR__seq778__2.100V__R__f06,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,6,2500,2.5,0.22,3.4557519189487724,-0.3090169943749473,-0.9510565162951536,0.0,0.0,8.326274978620575,0.1453209128033495,-2.294626735375184,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f06.png,f06.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f06.png,train
AIR__seq778__2.100V__R__f07,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,7,3000,3.0,0.22,4.146902302738527,-0.8443279255020149,-0.5358267949789971,0.0,0.0,7.288135143931244,0.12720195459191103,-1.0381398346893302,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f07.png,f07.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f07.png,train
AIR__seq778__2.100V__R__f08,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,8,3500,3.5,0.22,4.838052686528282,-0.9921147013144779,0.12533323356430423,0.0,0.0,6.182713359080877,0.10790870482299975,-1.1054217848503676,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f08.png,f08.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f08.png,train
AIR__seq778__2.100V__R__f09,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,9,4000,4.0,0.22,5.529203070318036,-0.684547105928689,0.7289686274214112,0.0,0.0,5.029316820804834,0.08777813764897802,-1.1533965382760423,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f09.png,f09.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f09.png,train
AIR__seq778__2.100V__R__f10,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,10,4500,4.5,0.22,6.22035345410779,-0.06279051952931415,0.9980267284282716,0.0,0.0,4.28449106029751,0.07477847577445446,-0.7448257605073243,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f10.png,f10.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f10.png,train
AIR__seq778__2.100V__R__f11,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,11,5000,5.0,0.22,6.911503837897545,0.5877852522924729,0.8090169943749476,0.0,0.0,3.577118767456809,0.0624325002270027,-0.7073722928407014,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f11.png,f11.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f11.png,train
AIR__seq778__2.100V__R__f12,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,12,5500,5.5,0.22,7.602654221687299,0.968583161128631,0.2486898871648554,0.0,0.0,3.196322320481836,0.05578634844739343,-0.3807964469749727,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f12.png,f12.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f12.png,train
AIR__seq778__2.100V__R__f13,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,13,6000,6.0,0.22,8.293804605477053,0.90482705246602,-0.4257792915650717,0.0,0.0,2.1573391850802035,0.03765267186194088,-1.0389831354016326,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f13.png,f13.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f13.png,train
AIR__seq778__2.100V__R__f14,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,14,6500,6.5,0.22,8.984954989266807,0.42577929156507394,-0.9048270524660189,0.0,0.0,1.7202920025861317,0.030024759540854803,-0.4370471824940718,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f14.png,f14.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f14.png,train
AIR__seq778__2.100V__R__f15,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,15,7000,7.0,0.22,9.676105373056563,-0.24868988716485477,-0.9685831611286311,0.0,0.0,1.4654316742111428,0.02557660767799732,-0.25486032837498884,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f15.png,f15.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f15.png,train
AIR__seq778__2.100V__R__f16,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,16,7500,7.5,0.22,10.367255756846317,-0.8090169943749472,-0.5877852522924735,0.0,0.0,0.9370268630555456,0.016354203939953287,-0.5284048111555972,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f16.png,f16.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f16.png,train
AIR__seq778__2.100V__R__f17,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,17,8000,8.0,0.22,11.058406140636071,-0.9980267284282716,0.0627905195293126,0.0,0.0,0.7374430627897589,0.012870809491672573,-0.1995838002657867,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f17.png,f17.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f17.png,train
AIR__seq778__2.100V__R__f18,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,18,8500,8.5,0.22,11.749556524425826,-0.7289686274214123,0.6845471059286878,0.0,0.0,0.3222451462220191,0.0056242388001447995,-0.4151979165677398,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f18.png,f18.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f18.png,train
AIR__seq778__2.100V__R__f19,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,19,9000,9.0,0.22,12.44070690821558,-0.12533323356430578,0.9921147013144777,0.0,0.0,0.10076959599120323,0.0017587612359509753,-0.2214755502308159,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f19.png,f19.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f19.png,train
AIR__seq778__2.100V__R__f20,AIR__seq778__2.100V__R,AIR,1,778,R,Relaxation,0,2.1,0,20,9500,9.5,0.22,13.131857292005336,0.5358267949789964,0.8443279255020152,0.0,0.0,0.11932668135467468,0.0020826434751172007,0.01855708536347145,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__R/f20.png,f20.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__R/f20.png,train
AIR__seq778__2.100V__S__f01,AIR__seq778__2.100V__S,AIR,1,778,S,Stimulus,1,2.1,0,1,0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,40.722775984291616,0.7107465214779634,0.0,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__S/f01.png,f01.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__S/f01.png,train
AIR__seq778__2.100V__S__f02,AIR__seq778__2.100V__S,AIR,1,778,S,Stimulus,1,2.1,0,2,500,0.5,0.22,0.6911503837897545,0.6374239897486896,0.7705132427757893,1.3385903784722484,1.3385903784722484,39.98632784349925,0.6978930766509457,-0.7364481407923691,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__S/f02.png,f02.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__S/f02.png,train
AIR__seq778__2.100V__S__f03,AIR__seq778__2.100V__S,AIR,1,778,S,Stimulus,1,2.1,0,3,1000,1.0,0.22,1.382300767579509,0.9822872507286886,0.18738131458572474,2.0628032265302463,2.0628032265302463,35.7933202630269,0.6247112888106222,-4.193007580472347,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__S/f03.png,f03.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__S/f03.png,train
AIR__seq778__2.100V__S__f04,AIR__seq778__2.100V__S,AIR,1,778,S,Stimulus,1,2.1,0,4,1500,1.5,0.22,2.0734511513692633,0.8763066800438637,-0.48175367410171505,1.8402440280921137,1.8402440280921137,26.893986439693723,0.46938861235936286,-8.899333823333176,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__S/f04.png,f04.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__S/f04.png,train
AIR__seq778__2.100V__S__f05,AIR__seq778__2.100V__S,AIR,1,778,S,Stimulus,1,2.1,0,5,2000,2.0,0.22,2.764601535159018,0.36812455268467814,-0.9297764858882513,0.7730615606378242,0.7730615606378242,12.96932620230099,0.22635744399532448,-13.924660237392732,pos,2,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__S/f05.png,f05.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__S/f05.png,train
AIR__seq778__2.100V__S__f06,AIR__seq778__2.100V__S,AIR,1,778,S,Stimulus,1,2.1,0,6,2500,2.5,0.22,3.4557519189487724,-0.3090169943749473,-0.9510565162951536,-0.6489356881873893,0.6489356881873893,-3.487352800651577,-0.060865788550015475,-16.45667900295257,neg,0,41.616176525852005,1.3,3.136,2.6007089003556767,AIR__seq778__2.100V__S/f06.png,f06.png,/content/drive/MyDrive/IPMC_outputs/preprocess_20260207_154543/dataset/images/AIR__seq778__2.100V__S/f06.png,train
